FIELD,PARENTID,PERMISSIONSEDIT,PERMISSIONSREAD,SOBJECTTYPE
EM_Speaker_vod__c.Hourly_Rate_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Address_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Furigana_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Speaker_Identifier_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Specialty_1_vod_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Territories_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Email_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Finder_Num_BMS_CA_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.License_State_BMS_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.BP_ID_BMS_CORE_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Primary_Parent_vod_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Graduation_Year_BMS_CA_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Middle_vod_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Suffix_vod_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Preferred_Name_vod_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.PST_BMS_CA_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Phone_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Mobile_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Fax_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Credentials_vod_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Latest_ICF_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Template_Id_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.First_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Last_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.City_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.State_Province_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Country_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Zip_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Address_Line_1_HCTPS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Address_Line_2_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Latest_ICF_Signature_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.ICF_End_Date_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.IsPersonAccount_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Tier_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Date_Last_Tiered_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Country_Lookup_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Customer_Master_ID_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Provider_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Language_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Speaker_vod__c
EM_Speaker_vod__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Speaker_vod__c
EM_Vendor_vod__c.Account_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Bank_Address_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Bank_Country_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Bank_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Can_Generate_VMF__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Comments_for_VMT_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_Party_District_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_Party_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_Party_is_HCP_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Entity_Contract_Party_Tax_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Extend_To_Company_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.IBAN_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Incoterm_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Swift_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Tax_ID_National_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Tax_Withholding_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Account_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Country_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Email_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Key_Contact_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Phone_Number_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Status_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.User_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Request_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Industry_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Account_Group_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Primary_Material_Group_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Extend_to_Comp_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Purchase_Org_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Secondary_Material_Group_1_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Title_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Secondary_Material_Group_2_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_Party_Address_Line_1_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Signer_Phone_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Building_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Fax_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_City_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_Postal_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Email_Address_for_e_signature_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_Country_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Global_Customer_ID_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Signer_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Vendor_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Contract_State_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Signer_Title_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Decline_OOP_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Decline_FFS_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Signer_Email_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Central_Deletion_Flag_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Central_Posting_Block_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Centrally_Imposed_Purchasing_Block_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Central_Deletion_Block_For_Master_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.BP_ID_BMS_CORE_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Vendor_Request_Status_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.SAP_Block_Statuses_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Global_Customer_ID2_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Vendor_Mat_Group_Concat_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.PII_Data_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Preferred_Language_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.VAT_Liable_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Vendor_vod__c
EM_Vendor_vod__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Vendor_vod__c
EM_Venue_vod__c.Address_Line_2_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Address_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.City_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Postal_Code_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.State_Province_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Status_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Formatted_Address_vod__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Phone_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Country_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Venue_vod__c
EM_Venue_vod__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Venue_vod__c
Expense_Header_vod__c.Committed_Amount_Funding_Currency1_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Commit_Amount_Requested_Currency1_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Actual_Amount_in_Funding_Currency1_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Document_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Last_Modified_Date_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Country_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Event_Canceled_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Event_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Incurred_Expense_Speaker_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Payee_Vendor_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Payment_Date_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Payment_Due_Date_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Status_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Actual_vod__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Committed_vod__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Vendor_ID_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Purchase_Order_Number__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Incurred_Expense_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Payee_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Mobile_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Purchase_Org_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.PO_Create_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.OriginatingSystemReferenceID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Expense_Line_Items_Number_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.WBS_Code_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Cost_Center_Code_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Company_Code_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Processor_ID_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Title_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Contract_Party_Name_2_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Vendor_ID_2_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.SAP_WBS_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.SAP_Cost_Center_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.SAP_Company_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Currency_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Plant_Code_Name_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Generate_Invoice__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Material_Group__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Requested_Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Need_Currency_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Committed_Requested_Currency_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.SFDC_ID_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Vendor_Mat_Group_Concat_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Conga_Invoice_Group__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Activity_Agreement_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Generate_Invoice_Validation_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Header_vod__c
Expense_Header_vod__c.Override_Lock_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Header_vod__c
Expense_Line_vod__c.Funding_Currency_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Committed_Requested_Currency1_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Committed_Amount_Funding_Currency1_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Actual_Amount_in_Funding_Currency1_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Actual_Amount_Requested_Currency1_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Count_of_SAP_Lines_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Expense_Detail_Line_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Actual_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Committed_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Description_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Event_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Expense_Estimate_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Expense_Type_Code_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Expense_Type_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Expense_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Parent_Expense_Type_Code_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Parent_Expense_Type_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.zvod_Expense_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Total_Fixed_Rate_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Pre_Work_Hours_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Meeting_Time_Hours_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Post_Work_Hours_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Hourly_Rate_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Total_Pre_Work_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Mobile_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.OriginatingSystemLineNumber_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.MaterialGroup_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Cost_Center_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.WBSElement_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Action_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Sign_Indicator_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Expense_Line_Number_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.SAP_Reference_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.SAP_Document_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Payment_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Payment_Document_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Payment_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Check_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Text_Line_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Status_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Committed_Amount_in_Requested_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Committed_Requested_Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Actual_Amount_Requested_Currency_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
