# Use the Source file to translate labels for the first time.
# - Change the language code in the header from the organization's default language to the translation language. See "Supported Languages for Translatable Customizations" in the Salesforce.com online help for a list of supported languages and their associated language codes.
# - Replace the untranslated values in the LABEL column with translated values.

# Notes:
# Don't add columns to or remove columns from this file.
# Tabs (\t), new lines (\n) and carriage returns (\r) are represented by special characters in this file. These characters should be preserved in the import file to maintain formatting.
# Lines that begin with the # symbol are ignored during import.
# Salesforce translation files are exported in the UTF-8 encoding to support extended and double-byte characters. This encoding cannot be changed.

# Language: English
Language code: en_US
Type: Source

# KEY	LABEL

PicklistValue.Medical_Inquiry_vod__c.Product.ELIQUIS	ELIQUIS
PicklistValue.Medical_Inquiry_vod__c.Product.ELOTUZUMAB	ELOTUZUMAB
PicklistValue.Medical_Inquiry_vod__c.Product.EMPLICITI	EMPLICITI
PicklistValue.Medical_Inquiry_vod__c.Product.ENTECAVIR	ENTECAVIR
PicklistValue.Medical_Inquiry_vod__c.Product.ERBITUX	ERBITUX
PicklistValue.Medical_Inquiry_vod__c.Product.EVOTAZ	EVOTAZ
PicklistValue.Medical_Inquiry_vod__c.Product.Eliquis_cn	Eliquis
PicklistValue.Medical_Inquiry_vod__c.Product.Elotuzumab_cn	Elotuzumab
PicklistValue.Medical_Inquiry_vod__c.Product.FORXIGA	FORXIGA
PicklistValue.Medical_Inquiry_vod__c.Product.GENERAL-ONC	GENERAL-ONC
PicklistValue.Medical_Inquiry_vod__c.Product.Glucophage_cn	Glucophage
PicklistValue.Medical_Inquiry_vod__c.Product.IPILIMUMAB	IPILIMUMAB
PicklistValue.Medical_Inquiry_vod__c.Product.IXEMPRA	IXEMPRA
PicklistValue.Medical_Inquiry_vod__c.Product.IXEMPRA_cn	IXEMPRA
PicklistValue.Medical_Inquiry_vod__c.Product.Ipilimumab_cn	Ipilimumab
PicklistValue.Medical_Inquiry_vod__c.Product.KOMBIGLYZE XR	KOMBIGLYZE XR
PicklistValue.Medical_Inquiry_vod__c.Product.Kombiglyze_cn	Kombiglyze
PicklistValue.Medical_Inquiry_vod__c.Product.Monopril_cn	Monopril
PicklistValue.Medical_Inquiry_vod__c.Product.NIVOLUMAB	NIVOLUMAB
PicklistValue.Medical_Inquiry_vod__c.Product.NON-BRANDED ACTIVITY	NON-BRANDED ACTIVITY
PicklistValue.Medical_Inquiry_vod__c.Product.NULOJIX	NULOJIX
PicklistValue.Medical_Inquiry_vod__c.Product.Nivolumab_cn	Nivolumab
PicklistValue.Medical_Inquiry_vod__c.Product.ONGLYZA	ONGLYZA
PicklistValue.Medical_Inquiry_vod__c.Product.OPDIVO	OPDIVO
PicklistValue.Medical_Inquiry_vod__c.Product.ORENCIA	ORENCIA
PicklistValue.Medical_Inquiry_vod__c.Product.ORENCIA IV	ORENCIA IV
PicklistValue.Medical_Inquiry_vod__c.Product.ORENCIA SC	ORENCIA SC
PicklistValue.Medical_Inquiry_vod__c.Product.ORENCIA_cn	ORENCIA
PicklistValue.Medical_Inquiry_vod__c.Product.OTHER	OTHER
PicklistValue.Medical_Inquiry_vod__c.Product.Onglyza_cn	Onglyza
PicklistValue.Medical_Inquiry_vod__c.Product.Other Product/Compound (Entered Below)	Other Product/Compound (entered below)
PicklistValue.Medical_Inquiry_vod__c.Product.PERFALGAN_cn	PERFALGAN
PicklistValue.Medical_Inquiry_vod__c.Product.PLAVIX	PLAVIX
PicklistValue.Medical_Inquiry_vod__c.Product.Paraplatin_cn	Paraplatin
PicklistValue.Medical_Inquiry_vod__c.Product.Peginterferon Lambda_cn	Peginterferon Lambda
PicklistValue.Medical_Inquiry_vod__c.Product.Pravachol_cn	Pravachol
PicklistValue.Medical_Inquiry_vod__c.Product.RECOMBINANT THROMBIN	RECOMBINANT THROMBIN
PicklistValue.Medical_Inquiry_vod__c.Product.REGIMEN (OPDIVO + YERVOY)	REGIMEN (OPDIVO + YERVOY)
PicklistValue.Medical_Inquiry_vod__c.Product.REYATAZ	REYATAZ
PicklistValue.Medical_Inquiry_vod__c.Product.SAXAGLIPTIN-METFORMIN HYDROCHLORIDE	SAXAGLIPTIN-METFORMIN HYDROCHLORIDE
PicklistValue.Medical_Inquiry_vod__c.Product.SPRYCEL	SPRYCEL
PicklistValue.Medical_Inquiry_vod__c.Product.SUSTIVA	SUSTIVA
PicklistValue.Medical_Inquiry_vod__c.Product.SYMLIN	SYMLIN
PicklistValue.Medical_Inquiry_vod__c.Product.Sprycel_cn	Sprycel
PicklistValue.Medical_Inquiry_vod__c.Product.Taxol_cn	Taxol
PicklistValue.Medical_Inquiry_vod__c.Product.Theragran Gold_cn	Theragran Gold
PicklistValue.Medical_Inquiry_vod__c.Product.Theragran JR_cn	Theragran JR
PicklistValue.Medical_Inquiry_vod__c.Product.Vitamin B Complex_cn	Vitamin B Complex
PicklistValue.Medical_Inquiry_vod__c.Product.YERVOY	YERVOY
PicklistValue.Medical_Inquiry_vod__c.Product.YERVOY_cn	YERVOY
PicklistValue.Medical_Inquiry_vod__c.Product_Quality_Problem_BMS_CN.No Product Complaint or Defect	No Product Complaint or Defect
PicklistValue.Medical_Inquiry_vod__c.Product_Quality_Problem_BMS_CN.Product Complaint or Defect	Product Complaint or Defect
PicklistValue.Medical_Inquiry_vod__c.Race_BMS_CN.Asian	Asian
PicklistValue.Medical_Inquiry_vod__c.Race_BMS_CN.Black or African American	Black or African American
PicklistValue.Medical_Inquiry_vod__c.Race_BMS_CN.Pacific islander	Pacific islander
PicklistValue.Medical_Inquiry_vod__c.Race_BMS_CN.White	White
PicklistValue.Medical_Inquiry_vod__c.Related_to_AE_Pregnancy_BMS.No	No
PicklistValue.Medical_Inquiry_vod__c.Related_to_AE_Pregnancy_BMS.Yes	Yes
PicklistValue.Medical_Inquiry_vod__c.Related_to_AE_Pregnancy_BMS_EMEA.No	No
PicklistValue.Medical_Inquiry_vod__c.Related_to_AE_Pregnancy_BMS_EMEA.Yes	Yes
PicklistValue.Medical_Inquiry_vod__c.Route_of_Drug_Admin_BMS_CN.Intravenous	Intravenous
PicklistValue.Medical_Inquiry_vod__c.Route_of_Drug_Admin_BMS_CN.Oral	Oral
PicklistValue.Medical_Inquiry_vod__c.Route_of_Drug_Admin_BMS_CN.Other route	Other route
PicklistValue.Medical_Inquiry_vod__c.Route_of_Drug_Admin_BMS_CN.Subcutaneous	Subcutaneous
PicklistValue.Medical_Inquiry_vod__c.Route_of_Drug_Admin_BMS_CN.Vaginal	Vaginal
PicklistValue.Medical_Inquiry_vod__c.SAE_all_apply_BMS_CN.Death	Death
PicklistValue.Medical_Inquiry_vod__c.SAE_all_apply_BMS_CN.Hospitalization	Hospitalization
PicklistValue.Medical_Inquiry_vod__c.SAE_all_apply_BMS_CN.Life threatening	Life threatening
PicklistValue.Medical_Inquiry_vod__c.SAE_all_apply_BMS_CN.Other	Other
PicklistValue.Medical_Inquiry_vod__c.Sex_BMS_CN.F	F
PicklistValue.Medical_Inquiry_vod__c.Sex_BMS_CN.M	M
PicklistValue.Medical_Inquiry_vod__c.Signature_Mandatory_Disclaimer_EMEA_BMS.I confirm that this is an unsolicited request and understand and acknowledge the terms of the data privacy statement.	I confirm that this is an unsolicited request and understand and acknowledge the terms of the data privacy statement.
PicklistValue.Medical_Inquiry_vod__c.Signature_Optional_Disclaimer_EMEA_BMS.I, field based BMS/JV employee, confirm that this is an unsolicited request and that the requestor has understood and acknowledged the terms of the above privacy statement	I, field based BMS/JV employee, confirm that this is an unsolicited request and that the requestor has understood and acknowledged the terms of the above privacy statement
PicklistValue.Medical_Inquiry_vod__c.State_vod.AB	AB
PicklistValue.Medical_Inquiry_vod__c.State_vod.AK	AK
PicklistValue.Medical_Inquiry_vod__c.State_vod.AL	AL
PicklistValue.Medical_Inquiry_vod__c.State_vod.AR	AR
PicklistValue.Medical_Inquiry_vod__c.State_vod.AS	AS
PicklistValue.Medical_Inquiry_vod__c.State_vod.AZ	AZ
PicklistValue.Medical_Inquiry_vod__c.State_vod.BC	BC
PicklistValue.Medical_Inquiry_vod__c.State_vod.Beijing	Beijing
PicklistValue.Medical_Inquiry_vod__c.State_vod.CA	CA
PicklistValue.Medical_Inquiry_vod__c.State_vod.CO	CO
PicklistValue.Medical_Inquiry_vod__c.State_vod.CT	CT
PicklistValue.Medical_Inquiry_vod__c.State_vod.DC	DC
PicklistValue.Medical_Inquiry_vod__c.State_vod.DE	DE
PicklistValue.Medical_Inquiry_vod__c.State_vod.FL	FL
PicklistValue.Medical_Inquiry_vod__c.State_vod.FM	FM
PicklistValue.Medical_Inquiry_vod__c.State_vod.GA	GA
PicklistValue.Medical_Inquiry_vod__c.State_vod.GU	GU
PicklistValue.Medical_Inquiry_vod__c.State_vod.HI	HI
PicklistValue.Medical_Inquiry_vod__c.State_vod.IA	IA
PicklistValue.Medical_Inquiry_vod__c.State_vod.ID	ID
PicklistValue.Medical_Inquiry_vod__c.State_vod.IL	IL
PicklistValue.Medical_Inquiry_vod__c.State_vod.IN	IN
PicklistValue.Medical_Inquiry_vod__c.State_vod.KS	KS
PicklistValue.Medical_Inquiry_vod__c.State_vod.KY	KY
PicklistValue.Medical_Inquiry_vod__c.State_vod.LA	LA
PicklistValue.Medical_Inquiry_vod__c.State_vod.MA	MA
PicklistValue.Medical_Inquiry_vod__c.State_vod.MB	MB
PicklistValue.Medical_Inquiry_vod__c.State_vod.MD	MD
PicklistValue.Medical_Inquiry_vod__c.State_vod.ME	ME
PicklistValue.Medical_Inquiry_vod__c.State_vod.MH	MH
PicklistValue.Medical_Inquiry_vod__c.State_vod.MI	MI
PicklistValue.Medical_Inquiry_vod__c.State_vod.MN	MN
PicklistValue.Medical_Inquiry_vod__c.State_vod.MO	MO
PicklistValue.Medical_Inquiry_vod__c.State_vod.MP	MP
PicklistValue.Medical_Inquiry_vod__c.State_vod.MS	MS
PicklistValue.Medical_Inquiry_vod__c.State_vod.MT	MT
PicklistValue.Medical_Inquiry_vod__c.State_vod.NB	NB
PicklistValue.Medical_Inquiry_vod__c.State_vod.NC	NC
PicklistValue.Medical_Inquiry_vod__c.State_vod.ND	ND
PicklistValue.Medical_Inquiry_vod__c.State_vod.NE	NE
PicklistValue.Medical_Inquiry_vod__c.State_vod.NH	NH
PicklistValue.Medical_Inquiry_vod__c.State_vod.NJ	NJ
PicklistValue.Medical_Inquiry_vod__c.State_vod.NL	NL
PicklistValue.Medical_Inquiry_vod__c.State_vod.NM	NM
PicklistValue.Medical_Inquiry_vod__c.State_vod.NS	NS
PicklistValue.Medical_Inquiry_vod__c.State_vod.NT	NT
PicklistValue.Medical_Inquiry_vod__c.State_vod.NU	NU
PicklistValue.Medical_Inquiry_vod__c.State_vod.NV	NV
PicklistValue.Medical_Inquiry_vod__c.State_vod.NY	NY
PicklistValue.Medical_Inquiry_vod__c.State_vod.OH	OH
PicklistValue.Medical_Inquiry_vod__c.State_vod.OK	OK
PicklistValue.Medical_Inquiry_vod__c.State_vod.ON	ON
PicklistValue.Medical_Inquiry_vod__c.State_vod.OR	OR
PicklistValue.Medical_Inquiry_vod__c.State_vod.PA	PA
PicklistValue.Medical_Inquiry_vod__c.State_vod.PE	PE
PicklistValue.Medical_Inquiry_vod__c.State_vod.PR	PR
PicklistValue.Medical_Inquiry_vod__c.State_vod.PW	PW
PicklistValue.Medical_Inquiry_vod__c.State_vod.QC	QC
PicklistValue.Medical_Inquiry_vod__c.State_vod.RI	RI
PicklistValue.Medical_Inquiry_vod__c.State_vod.SC	SC
PicklistValue.Medical_Inquiry_vod__c.State_vod.SD	SD
PicklistValue.Medical_Inquiry_vod__c.State_vod.SK	SK
PicklistValue.Medical_Inquiry_vod__c.State_vod.Shanghai	Shanghai
PicklistValue.Medical_Inquiry_vod__c.State_vod.TN	TN
PicklistValue.Medical_Inquiry_vod__c.State_vod.TX	TX
PicklistValue.Medical_Inquiry_vod__c.State_vod.UT	UT
PicklistValue.Medical_Inquiry_vod__c.State_vod.VA	VA
PicklistValue.Medical_Inquiry_vod__c.State_vod.VI	VI
PicklistValue.Medical_Inquiry_vod__c.State_vod.VT	VT
PicklistValue.Medical_Inquiry_vod__c.State_vod.WA	WA
PicklistValue.Medical_Inquiry_vod__c.State_vod.WI	WI
PicklistValue.Medical_Inquiry_vod__c.State_vod.WV	WV
PicklistValue.Medical_Inquiry_vod__c.State_vod.WY	WY
PicklistValue.Medical_Inquiry_vod__c.State_vod.YT	YT
PicklistValue.Medical_Inquiry_vod__c.Status_BMS_CN.Closed	Closed
PicklistValue.Medical_Inquiry_vod__c.Status_BMS_CN.Open	Open
PicklistValue.Medical_Inquiry_vod__c.Status_vod.Closed	Closed
PicklistValue.Medical_Inquiry_vod__c.Status_vod.New_vod	New
PicklistValue.Medical_Inquiry_vod__c.Status_vod.Saved_vod	Saved
PicklistValue.Medical_Inquiry_vod__c.Status_vod.Submitted_vod	Submitted
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.10mg/kg dosing	10mg/kg dosing
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Adverse Events	Adverse Events
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Brain metastasis	Brain metastasis
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Cold chain	Cold chain
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Crushing, splitting tablets	Crushing, splitting tablets
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Cytopenia/ myelosupression	Cytopenia/ myelosupression
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Dosage/administration	Dosage/administration
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Dosing & administration	Dosing & administration
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Drug interactions	Drug interactions
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Efficacy	Efficacy
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Hepatic decompensation	Hepatic decompensation
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Hepatitis	Hepatitis
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Literature request	Literature request
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Liver transplant recipients	Liver transplant recipients
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Mastocytosis	Mastocytosis
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Other	Other
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Pediatrics	Pediatrics
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Pleural effusions	Pleural effusions
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Pregnancy	Pregnancy
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Pregnancy, lactation and fertility	Pregnancy, lactation and fertility
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Preparation & Storage	Preparation & Storage
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Prostate	Prostate
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Psoriasis	Psoriasis
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Reinduction	Reinduction
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Renal Impairment	Renal Impairment
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Renal cell carcinoma	Renal cell carcinoma
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Safety	Safety
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Storage	Storage
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Systemic lupus erythematosus	Systemic lupus erythematosus
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Usage in GI stromal tumors	Usage in GI stromal tumors
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Use in Pediatrics	Use in Pediatrics
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Use in Pregnancy	Use in Pregnancy
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Use in special populations	Use in special populations
PicklistValue.Medical_Inquiry_vod__c.Topic_BMS_EMEA.Uveal melanoma	Uveal melanoma
PicklistValue.Time_Off_Territory_vod__c.Hours_off_vod.1	1
PicklistValue.Time_Off_Territory_vod__c.Hours_off_vod.2	2
PicklistValue.Time_Off_Territory_vod__c.Hours_off_vod.3	3
PicklistValue.Time_Off_Territory_vod__c.Hours_off_vod.4	4
PicklistValue.Time_Off_Territory_vod__c.Hours_off_vod.5	5
PicklistValue.Time_Off_Territory_vod__c.Hours_off_vod.6	6
PicklistValue.Time_Off_Territory_vod__c.Hours_off_vod.7	7
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Administration	Administration
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Administration Work_cn	Administration Work
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Administration Work_cn_med	Administration Work
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Approved Leave (DBM approval required)	Approved Leave (DBM approval required)
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Coaching	Coaching
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Commercial Training	Commercial Training
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Compensation Time	Compensation Time
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Conference	Conference
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Conference_cn	Conference
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Developmental Assignment	Developmental Assignment
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Episodic Activities_cn_med	Episodic Activities
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Excused Absence	Excused Absence
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.HQ Based Project	HQ Based Project
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Illness	Illness
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Illness / Accident	Illness / Accident
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Inclement Weather (DBM approval required)	Inclement Weather (DBM approval required)
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Internal Meeting	Internal Meeting
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Medical Meeting (DBM approval required)	Medical Meeting (DBM approval required)
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Medical Strategy / DAS Work	Medical Strategy / DAS Work
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Medical Strategy Work	Medical Strategy Work
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Medical Training	Medical Training
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Meeting - Medical / Management	Meeting - Medical / Management
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Meeting / TC - Brand Team (Commercial)	Meeting / TC - Brand Team (Commercial)
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Meeting with Customers	Meeting with Customers
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Other	Other
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Other Absence	Other Absence
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Personal Emergency	Personal Emergency
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Sales Meeting	Sales Meeting
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Sick Leave_cn	Sick Leave
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Statutory Holiday	Statutory Holiday
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Training	Training
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Training - Field	Training - Field
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Training - National	Training - National
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Training - RCO / GDO / Other	Training - RCO / GDO / Other
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Training - Sales	Training - Sales
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Training - Self	Training - Self
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Training_cn	Training
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Travel	Travel
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Travel / Transfer / Tour	Travel / Transfer / Tour
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Unplanned Event_cn	Unplanned Event
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Vacation	Vacation
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Vacation / Personal Holiday	Vacation / Personal Holiday
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Vacation_cn	Vacation
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Work in Territory	Work in Territory
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.Work out of Territory	Work out of Territory
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.sickness and illness_cn	Sickness and illness
PicklistValue.Time_Off_Territory_vod__c.Reason_vod.time in lieu_cn	Time in Lieu
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.10:00 AM	10:00 AM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.10:30 AM	10:30 AM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.11:00 AM	11:00 AM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.11:30 AM	11:30 AM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.12:00 PM	12:00 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.12:30 PM	12:30 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.1:00 PM	1:00 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.1:30 PM	1:30 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.2:00 PM	2:00 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.2:30 PM	2:30 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.3:00 PM	3:00 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.3:30 PM	3:30 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.4:00 PM	4:00 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.4:30 PM	4:30 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.5:00 PM	5:00 PM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.8:00 AM	8:00 AM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.8:30 AM	8:30 AM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.9:00 AM	9:00 AM
PicklistValue.Time_Off_Territory_vod__c.Start_Time_vod.9:30 AM	9:30 AM
PicklistValue.Time_Off_Territory_vod__c.Status_vod.Approved	Approved
PicklistValue.Time_Off_Territory_vod__c.Status_vod.In Progress	In Progress
PicklistValue.Time_Off_Territory_vod__c.Status_vod.Pending	Pending
PicklistValue.Time_Off_Territory_vod__c.Status_vod.Rejected	Rejected
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Administrative Tasks	Administrative Tasks
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Advisory boards	Advisory boards
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Attending commercial training	Attending commercial training
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Clinical Trial Support	Clinical Trial Support
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Co-visit	Co-visit
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Coaching	Coaching
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Congress	Congress
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Customer Visit	Customer Visit
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Delivering commercial training	Delivering commercial training
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Field Medical Training	Field Medical Training
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Internal Activities	Internal Activities
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Internal Projects / Internal Meetings	Internal Projects / Internal Meetings
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.MSM Training	MSM Training
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Non Applicable	Non Applicable
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Other Work in Territory	Other Work in Territory
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Promo or non promo medical review	Promo or non promo medical review
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Sales Conference	Sales Conference
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Sales Force/Other BMS Staff Training	Sales Force/Other BMS Staff Training
PicklistValue.Time_Off_Territory_vod__c.Sub_Reason_BMS_EMEA.Support to access/formulary submissions	Support to access/formulary submissions
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Attend Congress	Attend Congress
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Coaching and Development	Coaching and Development
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Deliver Commercial Training	Deliver Commercial Training
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.ISR Support	ISR Support
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Internal Project Work	Internal Project Work
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Medical Training Meeting	Medical Training Meeting
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Preparation for Advisory Board	Preparation for Advisory Board
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Prepare for Scientific Interaction	Prepare for Scientific Interaction
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Promo or Non-Promo Medical Review	Promo or Non-Promo Medical Review
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Self-Learning	Self-Learning
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Support of BMS Clinical Trials	Support of BMS Clinical Trials
PicklistValue.Time_Off_Territory_vod__c.Sub_Type_BMS_CN.Support to Access/Formulary Submissions	Support to Access/Formulary Submissions
PicklistValue.Time_Off_Territory_vod__c.Time_vod.2 Days	2 Days
PicklistValue.Time_Off_Territory_vod__c.Time_vod.3 Days	3 Days
PicklistValue.Time_Off_Territory_vod__c.Time_vod.4 Days	4 Days
PicklistValue.Time_Off_Territory_vod__c.Time_vod.5 Days	5 Days
PicklistValue.Time_Off_Territory_vod__c.Time_vod.AM Off	AM Off
PicklistValue.Time_Off_Territory_vod__c.Time_vod.All Day	All Day
PicklistValue.Time_Off_Territory_vod__c.Time_vod.Hourly	Hourly
PicklistValue.Time_Off_Territory_vod__c.Time_vod.PM Off	PM Off
PicklistValue.Product_Plan_vod__c.Status_vod.Approved	Approved
PicklistValue.Product_Plan_vod__c.Status_vod.In  Progress	In  Progress
PicklistValue.Product_Plan_vod__c.Status_vod.Pending	Pending
PicklistValue.Product_Plan_vod__c.Status_vod.Rejected	Rejected
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.AllScripts	AllScripts
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.Care Logistics	Care Logistics
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.CentralLogic	CentralLogic
PicklistValue.Account_Plan_vod__c.CPOE_BMS_US.Cerner	Cerner
