UTF-8
WBS Element,Short Description,Parent ID,Parent Description,Company Code,Currency,Start Date,End Date,Available Budget,Total Budget
"W50412-160030","Gimmicks","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"W50412-160031","Reprints","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"W50412-160033","One on one calls","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"W50020-160389","Copay Program Admin","1900000000000002795520","A&P","0020","USD","01/01/2016","12/31/2016",6108.00,80486.00
"WF0020-160016","Call Center Program Admin","1900000000000002795720","Other Marketing","0020","USD","01/01/2016","12/31/2016",1.00,928971.00
"W50412-160034","Intl speaker hospitality","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"W50412-160036","Intl speaker honoraria","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"W50412-160035","Road show refreshment","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"W50412-160037","Lectures fees for oncologists","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"W50412-160039","ESMO GU","1900000000000002713120","A&P","0412","ILS","01/01/2016","12/31/2016",225808.37,261900.00
"WR0412-160003","Primary Market Research","1900000000000002713320","Market Research","0412","ILS","01/01/2016","12/31/2016",900.00,27000.00
"WF0412-160001","ASCO GU","1900000000000002713420","Other Marketing","0412","ILS","01/01/2016","12/31/2016",14179.82,21800.00
"W50412-160040","Web site","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50550-160189","Evoke Regimen Tactics","1900000000000002978620","A&P","0550","USD","01/01/2016","12/31/2016",2340178.89,4076948.30
"W50412-160041","i-Pads","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160042","Gimmics","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160043","Reprints","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50550-160190","Campbell Lung Tactics","1900000000000002978620","A&P","0550","USD","01/01/2016","12/31/2016",2340178.89,4076948.30
"W50412-160044","Educational lectures refreshment (tumor","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160045","One on one calls","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"WF0045-160001","Pharmaworld interview","1900000000000002759420","Other Marketing","0045","TRY","01/01/2016","12/31/2016",179388.26,267000.00
"W50412-160046","Lung group meetings","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160047","Lung Nurses Forum","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160048","Local speakers honoraria","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160049","Oncology Association Support","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160050","Design & production of materials","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160051","Booth & roll up","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160052","CELCC 2015","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160053","WCLC 2015","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160054","WCLC 2016","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160055","ELCC","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50550-160191","TAG Print Cross Tumor","1900000000000002976920","A&P","0550","USD","01/01/2016","12/31/2016",991444.47,16312716.31
"W50412-160056","ASCO","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160057","Lung conference","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160060","ISCORT","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"WR0412-160005","Primary Market Research - Lung","1900000000000002710920","Market Research","0412","ILS","01/01/2016","12/31/2016",20000.00,20000.00
"WF0020-160018","Call Center and Copay Program Admin","1900000000000002812420","Other Marketing","0020","USD","01/01/2016","12/31/2016",9774.00,1339861.00
"W50412-160061","Forum Melanoma","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50412-160062","Patient Support","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50412-160063","Gimmicks","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"WT0122-160011","Fee Speakers kickoff e Reunião de ciclo","1900000000000002727520","HPCS","0122","BRL","01/01/2016","12/31/2016",178744.20,556946.60
"WF0020-160019","Call Center and Copay Program Admin","1900000000000002810920","Other Marketing","0020","USD","01/01/2016","12/31/2016",3362.84,753171.00
"W50412-160064","Reprints","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50412-160065","Educational lectures refreshment","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50412-160066","One on one calls 2","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50405-160117","Tue Neumann SF meetings","1900000000000002614120","A&P","0405","DKK","01/01/2016","12/31/2016",776503.52,1365999.96
"W50405-160118","Jeanette Juul SF meetings 2016","1900000000000002614120","A&P","0405","DKK","01/01/2016","12/31/2016",776503.52,1365999.96
"W50412-160067","I-O nurse forum","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"WF0020-160020","Call Center and Copay Program Admin","1900000000000002796920","Other Marketing","0020","USD","01/01/2016","12/31/2016",75131.47,2031769.00
"W50412-160068","Intl speaker hospitality","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"WF0412-160004","Local speakers honoraria","1900000000000002712220","Other Marketing","0412","ILS","01/01/2016","12/31/2016",78076.15,82500.00
"W50412-160069","Roll up","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50405-160119","Speakers fees 2016","1900000000000002614120","A&P","0405","DKK","01/01/2016","12/31/2016",776503.52,1365999.96
"W50412-160070","Design & production of materials","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50412-160071","ASCO","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50412-160072","postASCO","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"W50412-160073","SMR","1900000000000002711920","A&P","0412","ILS","01/01/2016","12/31/2016",258325.47,536000.00
"WR0412-160006","Primary Market Research","1900000000000002712120","Market Research","0412","ILS","01/01/2016","12/31/2016",20000.00,20000.00
"WF0412-160005","Conferences","1900000000000002712220","Other Marketing","0412","ILS","01/01/2016","12/31/2016",78076.15,82500.00
"W50217-160064","Speaker Honoraria","1900000000000002871620","A&P","0217","PEN","01/01/2016","12/31/2016",146587.08,177500.00
"W50217-160065","Simposios, Meetings, Round tables","1900000000000002871620","A&P","0217","PEN","01/01/2016","12/31/2016",146587.08,177500.00
"W50217-160066","Third Party Events","1900000000000002871620","A&P","0217","PEN","01/01/2016","12/31/2016",146587.08,177500.00
"W50670-160012","QEH_Film Show_JAN2016","1900000000000003005220","A&P","0670","HKD","01/01/2016","12/31/2016",40515.68,1583000.00
"W50670-160013","PMH_Film Show_Jan2016","1900000000000003005220","A&P","0670","HKD","01/01/2016","12/31/2016",40515.68,1583000.00
"W50670-160014","Consulting fee for Opdivo Launch Meeting","1900000000000003005220","A&P","0670","HKD","01/01/2016","12/31/2016",40515.68,1583000.00
"W50670-160015","Baptist Hospital Opdivo talk","1900000000000003005220","A&P","0670","HKD","01/01/2016","12/31/2016",40515.68,1583000.00
"W50670-160016","MIMS_017 reprint","1900000000000003005220","A&P","0670","HKD","01/01/2016","12/31/2016",40515.68,1583000.00
"W50670-160017","TOPLINE_DA design and printing","1900000000000003005220","A&P","0670","HKD","01/01/2016","12/31/2016",40515.68,1583000.00
"W50670-160018","3D T-Cell Model","1900000000000003005220","A&P","0670","HKD","01/01/2016","12/31/2016",40515.68,1583000.00
"WR0205-160001","Estudio HAR - Mercado C Pulmon","1900000000000002973620","Market Research Studies","0205","COP","01/01/2016","12/31/2016",75179304.31,191363743.59
"WT0020-160012","Congresses HPCS - Eliquis","1900000000000002713720","HPCS","0020","USD","01/01/2016","12/31/2016",57471.60,260000.00
"WT0020-160013","Data Communication - HPCS - Eliquis WC","1900000000000002713720","HPCS","0020","USD","01/01/2016","12/31/2016",57471.60,260000.00
"WT0020-160014","Secure & Go HPCS - Eliquis WC","1900000000000002713720","HPCS","0020","USD","01/01/2016","12/31/2016",57471.60,260000.00
"W50038-160036","Jornadas Hospitales","1900000000000002876820","A&P","0038","ARS","01/01/2016","12/31/2016",4702083.76,9044933.50
"V20020-160022","2016 HCV Medical","1900000000000002952520","Other Medical Affairs","0020","USD","01/01/2016","12/31/2016",79980.84,336409.00
"W50035-160038","Opdivo NSCLC NOC eBlast & LB","1900000000000002756320","A&P","0035","CAD","01/01/2016","12/31/2016",223412.07,1034084.55
"W50038-160038","Materiales-Literatura-Gimmicks","1900000000000002876820","A&P","0038","ARS","01/01/2016","12/31/2016",4702083.76,9044933.50
"W50119-160041","A&P printed materials","1900000000000002674420","A&P","0119","NOK","01/01/2016","12/31/2016",96636.80,806253.00
"W50119-160042","Internet ads","1900000000000002674420","A&P","0119","NOK","01/01/2016","12/31/2016",96636.80,806253.00
"W50119-160043","Advertising Print media","1900000000000002674420","A&P","0119","NOK","01/01/2016","12/31/2016",96636.80,806253.00
"W50020-160390","WC Daclatasvir EASL Agency Activites","1900000000000002729120","A&P","0020","USD","01/01/2016","12/31/2016",520835.18,2445681.00
"W50119-160045","Onkologisk Forum","1900000000000002674420","A&P","0119","NOK","01/01/2016","12/31/2016",96636.80,806253.00
"WF0048-160005","Talleres educativos a pacientes VOLAR","1900000000000002846520","Other Marketing","0048","CLP","01/01/2016","12/30/2016",840218.37,1311236.91
"W50119-160046","Nordic Melanoma Group meeting","1900000000000002674420","A&P","0119","NOK","01/01/2016","12/31/2016",96636.80,806253.00
"W50020-160391","WC Daclatasvir EASL Logistics","1900000000000002729120","A&P","0020","USD","01/01/2016","12/31/2016",520835.18,2445681.00
"WF0048-160006","Campaña awareness Que ves cuando me ves","1900000000000002846520","Other Marketing","0048","CLP","01/01/2016","12/30/2016",840218.37,1311236.91
"W50119-160044","DM arena Post ASCO","1900000000000002674420","A&P","0119","NOK","01/01/2016","12/31/2016",96636.80,806253.00
"W50035-160039","Translation","1900000000000002765820","A&P","0035","CAD","01/01/2016","12/31/2016",337429.26,864970.39
"W50020-160392","WC Daclatasvir APSAL Agency Activites","1900000000000002729120","A&P","0020","USD","01/01/2016","12/31/2016",520835.18,2445681.00
"WF0048-160008","Asesorías en acceso","1900000000000002846520","Other Marketing","0048","CLP","01/01/2016","12/30/2016",840218.37,1311236.91
"W50020-160393","WC Daclatasvir APSAL Logistics","1900000000000002729120","A&P","0020","USD","01/01/2016","12/31/2016",520835.18,2445681.00
"WF0048-160007","Talleres educativo para Asistentes","1900000000000002846520","Other Marketing","0048","CLP","01/01/2016","12/30/2016",840218.37,1311236.91
"WF0048-160009","Asesoria en comunicaciones","1900000000000002846520","Other Marketing","0048","CLP","01/01/2016","12/30/2016",840218.37,1311236.91
"WF0048-160010","Programa de Adherencia y copago","1900000000000002845920","Other Marketing","0048","CLP","01/01/2016","12/30/2016",563143.27,823000.06
"W50035-160040","Translation","1900000000000002755720","A&P","0035","CAD","01/01/2016","12/31/2016",42005.23,141608.00
"WF0048-160011","Asesoria comunicacional","1900000000000002845920","Other Marketing","0048","CLP","01/01/2016","12/30/2016",563143.27,823000.06
"W50020-160215","Channel Integration-FICO(HCP)","1900000000000002890520","A&P","0020","USD","01/01/2016","12/31/2016",147055.00,482932.00
"W50020-160176","Channel Integration-FICO(HCP)","1900000000000002762220","A&P","0020","USD","01/01/2016","12/31/2016",6140.32,763480.00
"WF0048-160012","Asesoria en acceso","1900000000000002845920","Other Marketing","0048","CLP","01/01/2016","12/30/2016",563143.27,823000.06
"WF0048-160013","Campaña awareness screening VHC","1900000000000002845920","Other Marketing","0048","CLP","01/01/2016","12/30/2016",563143.27,823000.06
"WF0035-160016","Private payer research","1900000000000002757120","Other Marketing","0035","CAD","01/01/2016","12/31/2016",2275.00,115053.88
"V40020-160045","Manuscripts and Other Journal Publicatio","1900000000000002873120","Medical Publications","0020","USD","01/01/2016","12/31/2016",18103.00,180000.00
"V40020-160046","Congress Publication Writing Activities","1900000000000002873120","Medical Publications","0020","USD","01/01/2016","12/31/2016",18103.00,180000.00
"WF0035-160017","Fees for CDR and private submissions","1900000000000002757120","Other Marketing","0035","CAD","01/01/2016","12/31/2016",2275.00,115053.88
"V40020-160047","Publication Project & Account Management","1900000000000002873120","Medical Publications","0020","USD","01/01/2016","12/31/2016",18103.00,180000.00
"V40020-160048","Publication Strategy & Planning","1900000000000002873120","Medical Publications","0020","USD","01/01/2016","12/31/2016",18103.00,180000.00
"WF0035-160018","Expert validation of submission componen","1900000000000002757120","Other Marketing","0035","CAD","01/01/2016","12/31/2016",2275.00,115053.88
"WF0035-160019","generating economic evidence","1900000000000002757120","Other Marketing","0035","CAD","01/01/2016","12/31/2016",2275.00,115053.88
"WF0035-160020","CDR submission SUNVEPRA","1900000000000002757120","Other Marketing","0035","CAD","01/01/2016","12/31/2016",2275.00,115053.88
"V40020-160049","Manuscripts and Other Journal Publicatio","1900000000000002873320","Medical Publications","0020","USD","01/01/2016","12/31/2016",12636.50,123375.00
"V40020-160050","Manuscripts and Other Journal Publicatio","1900000000000002909820","Medical Publications","0020","USD","01/01/2016","12/31/2016",3397.00,40000.00
"V40020-160052","Congress Publication Writing Activities","1900000000000002909820","Medical Publications","0020","USD","01/01/2016","12/31/2016",3397.00,40000.00
"V40020-160053","Publication Project & Account Management","1900000000000002909820","Medical Publications","0020","USD","01/01/2016","12/31/2016",3397.00,40000.00
"V40020-160054","Publication Strategy & Planning","1900000000000002909820","Medical Publications","0020","USD","01/01/2016","12/31/2016",3397.00,40000.00
"V40020-160051","Congress Publication Writing Activities","1900000000000002873320","Medical Publications","0020","USD","01/01/2016","12/31/2016",12636.50,123375.00
"V40020-160055","Publication Project & Account Management","1900000000000002873320","Medical Publications","0020","USD","01/01/2016","12/31/2016",12636.50,123375.00
"V40020-160056","Publication Strategy & Planning","1900000000000002873320","Medical Publications","0020","USD","01/01/2016","12/31/2016",12636.50,123375.00
"V40020-160057","Manuscripts and Other Journal Publicatio","1900000000000002872420","Medical Publications","0020","USD","01/01/2016","12/31/2016",1653.00,62013.00
"V40550-160054","Manuscripts and Other Journal Publicatio","1900000000000002852920","Medical Publications","0550","USD","01/01/2016","12/31/2016",101068.56,411000.00
"V40020-160058","Congress Publication Writing Activities","1900000000000002872420","Medical Publications","0020","USD","01/01/2016","12/31/2016",1653.00,62013.00
"V40020-160059","Publication Project & Account Management","1900000000000002872420","Medical Publications","0020","USD","01/01/2016","12/31/2016",1653.00,62013.00
"V40020-160060","Publication Strategy & Planning","1900000000000002872420","Medical Publications","0020","USD","01/01/2016","12/31/2016",1653.00,62013.00
"V40550-160056","Congress Publication Writing Activities","1900000000000002852920","Medical Publications","0550","USD","01/01/2016","12/31/2016",101068.56,411000.00
"V40550-160057","Publication Project & Account Management","1900000000000002852920","Medical Publications","0550","USD","01/01/2016","12/31/2016",101068.56,411000.00
"W50035-160042","Access to Hope Enrollment Form - update","1900000000000002756320","A&P","0035","CAD","01/01/2016","12/31/2016",223412.07,1034084.55
"W50035-160043","Product Monograph – Hard cover","1900000000000002756320","A&P","0035","CAD","01/01/2016","12/31/2016",223412.07,1034084.55
"V40550-160059","Publication Strategy & Planning","1900000000000002852920","Medical Publications","0550","USD","01/01/2016","12/31/2016",101068.56,411000.00
"WF0042-160001","Spectrum Patient Program","1900000000000002813420","Other Marketing","0042","AUD","01/01/2016","12/31/2016",59698.00,176000.00
"WF0042-160002","Sprynt Fast Start Program","1900000000000002813420","Other Marketing","0042","AUD","01/01/2016","12/31/2016",59698.00,176000.00
"WF0042-160003","Streamlined Authority Consultant","1900000000000002813420","Other Marketing","0042","AUD","01/01/2016","12/31/2016",59698.00,176000.00
"WR0401-160001","Post-DMARDs Tx market in RA/AS","1900000000000002683020","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",680540.00,890040.00
"W50042-160020","ASH Asia Highlights Stand Development","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160021","HAA Sponsorship","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160022","HAA Stand development","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"V40550-160060","Publication Strategy & Planning","1900000000000002854320","Medical Publications","0550","USD","01/01/2016","12/31/2016",290713.50,576000.00
"W50042-160027","Representative Spend","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"WR0401-160002","UBIST","1900000000000002663220","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",799404.48,3901932.64
"W50042-160028","Field based initiatives","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"WR0401-160003","Sales audit","1900000000000002663220","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",799404.48,3901932.64
"WR0401-160004","DDD","1900000000000002663220","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",799404.48,3901932.64
"WR0401-160005","HIRA","1900000000000002663220","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",799404.48,3901932.64
"WR0401-160006","Rx tracker","1900000000000002683020","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",680540.00,890040.00
"WR0401-160007","NSCLS Market Inderstanding Study","1900000000000002875320","Market Research Studies","0401","KRW","01/01/2016","12/31/2016",511000.00,1000000.00
"W50042-160035","Printing","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160036","SAM 2.0","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160037","H/lights of ASH in Asia HCP Sponsorships","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160038","EHA Copenhagen Sponsorship & Activities","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160039","HAA HCP Sponsorships","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160040","ASH San Diego HCP s/ships & activities","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"WR0434-160022","BA CA data 2016","1900000000000002778820","Market Research Studies","0434","JPY","01/01/2016","12/31/2016",263800.00,416000.00
"W50089-160053","N1 DM1","1900000000000003029720","A&P","0089","CNY","01/01/2016","12/31/2016",87987.50,100000.00
"W50089-160054","N1 DM2","1900000000000003029720","A&P","0089","CNY","01/01/2016","12/31/2016",87987.50,100000.00
"W50089-160055","N1 DM3","1900000000000003029720","A&P","0089","CNY","01/01/2016","12/31/2016",87987.50,100000.00
"W50089-160056","N1 DM4","1900000000000003029720","A&P","0089","CNY","01/01/2016","12/31/2016",87987.50,100000.00
"W50089-160057","N1 DM5","1900000000000003029720","A&P","0089","CNY","01/01/2016","12/31/2016",87987.50,100000.00
"W50089-160058","N1 DM6","1900000000000003029720","A&P","0089","CNY","01/01/2016","12/31/2016",87987.50,100000.00
"W50089-160059","N1 DM7","1900000000000003029720","A&P","0089","CNY","01/01/2016","12/31/2016",87987.50,100000.00
"W50089-160060","N2 DM1","1900000000000003029820","A&P","0089","CNY","01/01/2016","12/31/2016",17338.05,150000.00
"W50089-160061","N2 DM2","1900000000000003029820","A&P","0089","CNY","01/01/2016","12/31/2016",17338.05,150000.00
"W50089-160062","N2 DM3","1900000000000003029820","A&P","0089","CNY","01/01/2016","12/31/2016",17338.05,150000.00
"W50089-160063","N2 DM4","1900000000000003029820","A&P","0089","CNY","01/01/2016","12/31/2016",17338.05,150000.00
"W50089-160064","N2 DM5","1900000000000003029820","A&P","0089","CNY","01/01/2016","12/31/2016",17338.05,150000.00
"W50089-160065","E1 DM1","1900000000000003029920","A&P","0089","CNY","01/01/2016","12/31/2016",71265.50,100000.00
"W50089-160066","E1 DM2","1900000000000003029920","A&P","0089","CNY","01/01/2016","12/31/2016",71265.50,100000.00
"W50089-160067","E1 DM3","1900000000000003029920","A&P","0089","CNY","01/01/2016","12/31/2016",71265.50,100000.00
"W50089-160068","E1 DM4","1900000000000003029920","A&P","0089","CNY","01/01/2016","12/31/2016",71265.50,100000.00
"W50089-160069","E1 DM5","1900000000000003029920","A&P","0089","CNY","01/01/2016","12/31/2016",71265.50,100000.00
"W50089-160071","E2 DM2","1900000000000003030020","A&P","0089","CNY","01/01/2016","12/31/2016",10990.05,100000.00
"W50089-160072","E2 DM3","1900000000000003030020","A&P","0089","CNY","01/01/2016","12/31/2016",10990.05,100000.00
"W50089-160073","E2 DM4","1900000000000003030020","A&P","0089","CNY","01/01/2016","12/31/2016",10990.05,100000.00
"W50089-160074","E2 DM5","1900000000000003030020","A&P","0089","CNY","01/01/2016","12/31/2016",10990.05,100000.00
"W50089-160075","S DM1","1900000000000003030120","A&P","0089","CNY","01/01/2016","12/31/2016",62920.75,100000.00
"W50089-160076","S DM2","1900000000000003030120","A&P","0089","CNY","01/01/2016","12/31/2016",62920.75,100000.00
"W50089-160077","S DM3","1900000000000003030120","A&P","0089","CNY","01/01/2016","12/31/2016",62920.75,100000.00
"W50089-160078","S DM4","1900000000000003030120","A&P","0089","CNY","01/01/2016","12/31/2016",62920.75,100000.00
"W50089-160079","S DM5","1900000000000003030120","A&P","0089","CNY","01/01/2016","12/31/2016",62920.75,100000.00
"W50089-160080","NW DM1","1900000000000003030220","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160081","NW DM2","1900000000000003030220","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160082","NW DM3","1900000000000003030220","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160083","NW DM4","1900000000000003030220","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"W50089-160084","NW DM5","1900000000000003030220","A&P","0089","CNY","01/01/2016","12/31/2016",100000.00,100000.00
"V40020-160061","Adboard Logistics","1900000000000002901220","Medical Publications","0020","USD","01/01/2016","12/31/2016",853145.00,890000.00
"W50089-160085","RTM-B","1900000000000003031120","A&P","0089","CNY","01/01/2016","12/31/2016",50000.00,50000.00
"V40020-160062","Adboard content","1900000000000002901220","Medical Publications","0020","USD","01/01/2016","12/31/2016",853145.00,890000.00
"W50089-160086","CME-B","1900000000000003031120","A&P","0089","CNY","01/01/2016","12/31/2016",50000.00,50000.00
"W50089-160087","RTM-S","1900000000000003030320","A&P","0089","CNY","01/01/2016","12/31/2016",46050.00,50000.00
"V40020-160063","Congress Logistics","1900000000000002901220","Medical Publications","0020","USD","01/01/2016","12/31/2016",853145.00,890000.00
"W50089-160088","CME-S","1900000000000003030320","A&P","0089","CNY","01/01/2016","12/31/2016",46050.00,50000.00
"W50089-160089","project1","1900000000000003030420","A&P","0089","CNY","01/01/2016","12/31/2016",5540369.60,5550000.00
"W50089-160090","project2","1900000000000003031220","A&P","0089","CNY","01/01/2016","12/31/2016",1570000.00,1570000.00
"WF0231-160004","PAP electronic management system","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"WF0231-160010","PAP group meeting","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"WF0231-160012","Online doctor training platform","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"WF0231-160008","PAP doctors activity","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"WF0231-160014","2016 PAP Operation Fee-second Half","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"WF0231-160011","PAP materials","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"WF0231-160009","PAP pharmacist activity","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"WF0231-160013","Audit fee","1900000000000003021920","Other Marketing","0231","CNY","01/01/2016","12/31/2016",3100600.00,4461800.00
"W50089-160091","project3","1900000000000003030520","A&P","0089","CNY","01/01/2016","12/31/2016",490000.00,490000.00
"W50231-160017","iRep","1900000000000003040320","A&P","0231","CNY","01/01/2016","12/31/2016",499491.89,1030000.00
"W50231-160018","Virtual Clinic (virtual case)","1900000000000003040320","A&P","0231","CNY","01/01/2016","12/31/2016",499491.89,1030000.00
"W50089-160092","South Cardio","1900000000000003030620","A&P","0089","CNY","01/01/2016","12/31/2016",3060000.00,3060000.00
"W50231-160019","Online sales force training module","1900000000000003040320","A&P","0231","CNY","01/01/2016","12/31/2016",499491.89,1030000.00
"W50231-160020","iMeeting (Virtual RTD and webcasting)","1900000000000003040320","A&P","0231","CNY","01/01/2016","12/31/2016",499491.89,1030000.00
"W50089-160093","eDA","1900000000000003031320","A&P","0089","CNY","01/01/2016","12/31/2016",247767.59,1450000.00
"W50089-160094","N1 CS","1900000000000003030720","A&P","0089","CNY","01/01/2016","12/31/2016",845600.00,850000.00
"W50089-160095","N1 CME","1900000000000003030720","A&P","0089","CNY","01/01/2016","12/31/2016",845600.00,850000.00
"W50089-160096","N2 CS","1900000000000003030820","A&P","0089","CNY","01/01/2016","12/31/2016",412727.00,480000.00
"W50089-160097","N2 CME","1900000000000003030820","A&P","0089","CNY","01/01/2016","12/31/2016",412727.00,480000.00
"W50042-160041","Research Review 2016","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50089-160098","E1 CS","1900000000000003031420","A&P","0089","CNY","01/01/2016","12/31/2016",401148.89,450000.00
"W50089-160099","E1 CME","1900000000000003031420","A&P","0089","CNY","01/01/2016","12/31/2016",401148.89,450000.00
"W50042-160042","Medikidz","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50042-160043","Promo materials - development","1900000000000002813320","A&P","0042","AUD","01/01/2016","12/31/2016",464434.28,1274760.00
"W50089-160100","E2 CS","1900000000000003030920","A&P","0089","CNY","01/01/2016","12/31/2016",392025.59,400000.00
"W50089-160101","E2 CME","1900000000000003030920","A&P","0089","CNY","01/01/2016","12/31/2016",392025.59,400000.00
"W50089-160102","S CS","1900000000000003031520","A&P","0089","CNY","01/01/2016","12/31/2016",209373.82,250000.00
"W50089-160103","S CME","1900000000000003031520","A&P","0089","CNY","01/01/2016","12/31/2016",209373.82,250000.00
"W50089-160104","NW CS","1900000000000003031620","A&P","0089","CNY","01/01/2016","12/31/2016",336700.00,340000.00
"W50089-160105","NW CME","1900000000000003031620","A&P","0089","CNY","01/01/2016","12/31/2016",336700.00,340000.00
